,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,is_inc_v,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code
140207,11397853,13320054,6000,6000,6000, 36 months,10.99 ,196.41,B,B2,Administrative Manager,< 1 year,1,60000,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11397853,  Borrower added on 02/09/14 > Replace savings recently used to reduce debt and buy new furniture and appliances.<br>,credit_card,Credit card refinancing,640xx,MO,24.84,0,Aug-03,0,69,116,8,1,12036,71.60%,17,f,4679.21,4679.21,1767.69,1767.69,1320.79,446.9,0,0,0,Nov-14,196.41,Dec-14,Nov-14,0,69,1
140255,11438638,13370806,10000,10000,10000, 36 months,8.90 ,317.54,A,A5,break park/order puller,10+ years,0,35000,Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11438638,  Borrower added on 02/09/14 > To pay off my credit card bills<br>I pay my bills on time<br>,credit_card,Credit card refinancing,303xx,GA,21.64,0,Apr-07,1,31,100,14,1,9944,43.40%,19,f,8001.72,8001.72,2540.32,2540.32,1998.28,542.04,0,0,0,Nov-14,317.54,Jan-15,Nov-14,0,31,1
140393,11626496,13598661,18000,18000,18000, 60 months,19.22 ,469.12,D,D4,mechanic,10+ years,0,70000,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11626496,  Borrower added on 02/09/14 > To pay off high intrest Credit cards and loans<br>,debt_consolidation,Debt consolidation,197xx,DE,11.77,0,Nov-97,1,30,72,10,1,14384,79.90%,21,f,16264.37,16264.37,4222.08,4222.08,1735.63,2486.45,0,0,0,Nov-14,469.12,Dec-14,Nov-14,0,30,1
140396,11626539,13598705,10000,10000,9975, 36 months,12.85 ,336.22,B,B4,Receptionist/ office assistant,10+ years,0,28000,Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11626539,  Borrower added on 02/09/14 > The purpose of my loan is for dept consolidation.<br>,debt_consolidation,Debt consolidation,705xx,LA,18.7,3,Oct-87,0,21,79,10,1,9967,55.70%,16,f,7847.19,7827.58,3025.98,3018.42,2152.81,873.17,0,0,0,Nov-14,336.22,Dec-14,Nov-14,0,71,1
140481,11696411,13668568,15000,15000,15000, 36 months,10.99 ,491.01,B,B2,Terminal assistant,10+ years,1,45000,Not Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11696411,  Borrower added on 02/09/14 > To pay off credit cards<br>,credit_card,Credit card refinancing,190xx,PA,21.47,1,Nov-95,1,12,113,8,1,13458,61.50%,15,f,11698.17,11698.17,4419.09,4419.09,3301.83,1117.26,0,0,0,Nov-14,491.01,Dec-14,Nov-14,0,12,1
140512,11396140,13318323,35000,35000,35000, 36 months,14.98 ,1212.95,C,C3,President CEO,10+ years,1,180000,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11396140,"  Borrower added on 02/08/14 > Pay off a credit card, and start a project, that I hope will turn into a new company.<br>",debt_consolidation,Debt consolidation,100xx,NY,10.56,0,Feb-89,1,44,24,9,1,16264,65.10%,25,f,27656.6,27656.6,10916.55,10916.55,7343.4,3573.15,0,0,0,Nov-14,1212.95,Dec-14,Nov-14,0,44,1
140566,11706475,13678643,30800,30800,30800, 60 months,18.25 ,786.32,D,D3,Sneior Advisor Business Enterprise,10+ years,0,156000,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11706475,  Borrower added on 02/09/14 > The funds will be use to consolidate credit card and other bills which I am currently paying a higher monthly payment. I have stable employment with the same employer for 22 years<br>,debt_consolidation,Debt consolidation,206xx,MD,19.11,1,Apr-93,1,9,40,17,1,10551,65.90%,40,f,26483.31,26483.31,8276.88,8276.88,4316.69,3960.19,0,0,0,Nov-14,886.32,Dec-14,Nov-14,0,35,1
140598,11676274,13648425,16225,16225,16175, 36 months,13.98 ,554.38,C,C1,structural assembler,2 years,0,45000,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11676274,  Borrower added on 02/08/14 > for debt consoladation<br>,debt_consolidation,Debt consolidation,325xx,FL,33.28,1,Jan-99,1,11,60,13,1,5775,25.60%,49,f,12779.3,12739.92,4989.42,4974.04,3445.7,1543.72,0,0,0,Nov-14,554.38,Dec-14,Nov-14,0,62,1
140742,11726026,13698189,27000,27000,26975, 60 months,16.24 ,660.04,C,C5,Senior Executive,10+ years,1,150000,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11726026,"  Borrower added on 02/08/14 > Loan is to pay off an outstanding, high-interest credit card<br>",credit_card,Credit card refinancing,201xx,VA,26.4,0,May-93,1,75,60,12,1,37378,68.20%,21,f,24200.07,24177.66,5940.36,5934.86,2799.93,3140.43,0,0,0,Nov-14,660.04,Dec-14,Nov-14,0,75,1
140826,11656068,13628223,17550,17550,17550, 36 months,14.47 ,603.84,C,C2,Managing Director,1 year,1,225000,Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11656068,"  Borrower added on 02/08/14 > Looking for a loan to consolidate credit card debt, one payment on one account at a lower interest rate. Plan on paying loan off within 12 months.<br>",debt_consolidation,Debt consolidation,762xx,TX,10.97,0,Nov-94,0,53,46,17,1,14032,69.10%,48,f,13844.91,13844.91,5434.56,5434.56,3705.09,1729.47,0,0,0,Nov-14,603.84,Dec-14,Nov-14,0,53,1
140885,10574994,12457118,20000,20000,20000, 36 months,9.67 ,642.25,B,B1,National Sales Manager,1 year,0,62000,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10574994,  Borrower added on 02/08/14 > To pay off credit card debt.<br>,credit_card,Credit card refinancing,144xx,NY,20.11,0,Sep-89,2,31,25,13,1,19639,65.20%,35,f,15528.03,15528.03,5780.25,5780.25,4471.97,1308.28,0,0,0,Nov-14,642.25,Dec-14,Nov-14,0,31,1
141050,11725705,13697866,17225,17225,17225, 36 months,19.22 ,633.32,D,D4,Installer,< 1 year,1,48000,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11725705,  Borrower added on 02/07/14 > I would like to pay off all my credit card bills and just have one debt to pay a lower interest rate. Thanks for the Approval<br>,debt_consolidation,Debt consolidation,923xx,CA,24.88,0,Oct-95,1,37,84,15,1,12359,62.10%,31,f,14200,14200,5066.56,5066.56,3025,2041.56,0,0,0,Oct-14,633.32,Dec-14,Nov-14,0,38,1
141064,11665782,13637933,13000,13000,13000, 60 months,20.50 ,348.05,E,E1,Agent,4 years,1,42000,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11665782,  Borrower added on 02/07/14 > Payoff my credit cards and one loan.<br>,debt_consolidation,Debt consolidation,439xx,OH,17.34,0,Nov-79,1,39,34,11,1,12328,68.90%,37,f,11785.66,11785.66,3132.45,3132.45,1214.34,1918.11,0,0,0,Nov-14,348.05,Dec-14,Nov-14,0,39,1
141081,11675752,13647901,20000,20000,19975, 36 months,13.53 ,679,B,B5,Qualitative Moderator,10+ years,0,200000,Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11675752,  Borrower added on 02/07/14 > I started a floral design company a couple of years ago as a side business. My grandmother was a florist and it was always a dream. Let's just say I am a better designer than a business owner. I had wonderful customers but am left with some bills to pay off. And now flowers are just a hobby!<br>,debt_consolidation,Debt consolidation,460xx,IN,8.15,3,Apr-83,2,4,75,19,1,21260,54.80%,42,f,15729.5,15709.84,6111,6103.36,4270.5,1840.5,0,0,0,Nov-14,679,Dec-14,Nov-14,0,12,1
141180,11665624,13637773,35000,35000,35000, 36 months,17.57 ,1257.8,D,D2,"Director, Provider Recruitment ",5 years,0,140000,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11665624,  Borrower added on 02/07/14 > Consolidating credit card debt<br>,debt_consolidation,Debt consolidation,275xx,NC,12.16,1,Aug-88,1,10,20,11,1,24681,75.70%,39,w,27885.33,27885.33,11320.2,11320.2,7114.67,4205.53,0,0,0,Nov-14,1257.8,Dec-14,Nov-14,0,27,1
141278,11376680,13308845,12000,12000,12000, 36 months,13.53 ,407.4,B,B5,Housekeeping,10+ years,0,66000,Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11376680,"  Borrower added on 02/07/14 > Debt consolidation to paid all my credit card and save some money  and use to save  for my future, and why not? maybe to buy a House.<br>",debt_consolidation,Debt consolidation,107xx,NY,17.15,0,Mar-99,1,61,61,17,1,10627,41.80%,37,f,9437.7,9437.7,3666.6,3666.6,2562.3,1104.3,0,0,0,Nov-14,407.4,Dec-14,Nov-14,0,61,1
141314,11675532,13647677,14400,14400,14400, 60 months,20.50 ,385.53,E,E1,"Manager, modification sales",7 years,0,101000,Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11675532,  Borrower added on 02/07/14 > Medical procedure<br>,major_purchase,Major purchase,633xx,MO,23.21,0,Dec-01,1,62,64,13,2,4777,53.70%,21,f,13054.91,13054.91,3469.77,3469.77,1345.09,2124.68,0,0,0,Nov-14,385.53,Dec-14,Nov-14,0,78,1
141327,11695487,13667641,14700,14700,14700, 36 months,19.22 ,540.48,D,D4,Mananger,5 years,1,84000,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11695487,"  Borrower added on 02/07/14 > I will like to build a shop/garage  on my property .<br>Concrete slab required , size 24x50 aprox 1200 sq ft about $4000 for slab.<br>Shop/Garage kit 24x36 is $6000 and another $4000 for site prep 10 loads of dirt fill , roll up door and underground power to shop.<br>",home_improvement,Home improvement,773xx,TX,20.5,0,Apr-97,4,63,55,11,2,6687,42.60%,27,f,12118.45,12118.45,4323.84,4323.84,2581.55,1742.29,0,0,0,Oct-14,540.48,Dec-14,Nov-14,0,63,1
141348,11715516,13687677,15000,15000,15000, 36 months,18.25 ,544.17,D,D3,VP of Manufacturing,10+ years,0,105000,Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11715516,  Borrower added on 02/07/14 > To consolidate credit card debt and also home improvement projects<br>,debt_consolidation,Debt consolidation,308xx,GA,15.55,1,Sep-85,3,11,96,14,1,20351,82.70%,32,f,12332.89,12332.89,4353.36,4353.36,2667.11,1686.25,0,0,0,Oct-14,544.17,Dec-14,Nov-14,0,57,1
141362,10525712,12397866,10550,10550,10550, 36 months,14.98 ,365.62,C,C3,president,10+ years,0,80000,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10525712,  Borrower added on 02/07/14 > house projects<br>,major_purchase,Major purchase,852xx,AZ,2.88,0,Jun-00,1,27,32,9,1,4697,29.50%,30,f,8336.47,8336.47,3290.58,3290.58,2213.53,1077.05,0,0,0,Nov-14,365.62,Dec-14,Nov-14,0,27,1
141394,11635434,13607588,8000,8000,8000, 36 months,13.53 ,271.6,B,B5,Writer,3 years,0,70000,Not Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11635434,  Borrower added on 02/07/14 > Debt consolidation.<br><br> Borrower added on 02/07/14 > Debt consolidation.<br><br> Borrower added on 02/07/14 > Intended for a debt consolidation.<br>,debt_consolidation,Debt consolidation,331xx,FL,14.8,0,Nov-94,3,58,65,16,1,9888,28%,29,f,6291.8,6291.8,2444.4,2444.4,1708.2,736.2,0,0,0,Nov-14,271.6,Dec-14,Nov-14,0,60,1
141489,11664843,13636996,12000,12000,12000, 36 months,9.67 ,385.35,B,B1,Human Resources,1 year,1,30000,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11664843,  Borrower added on 02/07/14 > I am trying to improve my credit score and lower my payments by getting this loan and paying off old debts.<br>,debt_consolidation,Debt consolidation,473xx,IN,25.92,0,Oct-00,3,58,85,10,1,4386,42.60%,46,f,9316.82,9316.82,3468.15,3468.15,2683.18,784.97,0,0,0,Nov-14,385.35,Dec-14,Nov-14,0,58,1
141507,11685283,13657430,6050,6050,6050, 36 months,14.47 ,208.16,C,C2,Restaurant manager,5 years,0,45000,Not Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11685283,"  Borrower added on 02/06/14 > Due to extremely cold weather this season, several pipes have burst and have required repair to the plumbing pipes, but also to the insulation, drywall, warping of the wood garage doors and the flooring in the upstairs of my home. I am repairing this to preserve the value of my home.<br><br> Borrower added on 02/06/14 > Due to extremely cold weather this season, several pipes have burst causing damage to insulation, drywall, wood garage doors(warped now) and floors. I am trying to preserve the value of my home, and protect my families health.<br>",home_improvement,Home improvement,302xx,GA,14.99,0,Apr-01,1,45,112,9,1,5295,40.70%,17,f,4772.76,4772.76,1873.44,1873.44,1277.24,596.2,0,0,0,Nov-14,208.16,Dec-14,Nov-14,0,45,1
141511,11685331,13657478,12000,12000,12000, 36 months,11.99 ,398.52,B,B3,Sales Manager,4 years,0,80000,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11685331,  Borrower added on 02/06/14 > Looking to pay off credit credit cards and do some house updates.<br>,debt_consolidation,Debt consolidation,240xx,VA,25.7,0,Apr-01,0,89,63,11,2,3694,56.80%,17,f,9389.83,9389.83,3586.68,3586.68,2610.17,976.51,0,0,0,Nov-14,398.52,Dec-14,Nov-14,0,89,1
141611,11514594,13486745,9000,9000,9000, 36 months,11.99 ,298.89,B,B3,System Analyst,7 years,0,82000,Verified,Feb-14,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11514594,  Borrower added on 02/06/14 > I'm payng high interest on my credit cards and want to low the interest and make one easy payment.<br>,debt_consolidation,Debt consolidation,088xx,NJ,5.92,1,Jan-99,0,16,64,6,1,9386,83.10%,22,w,7887.88,7887.88,1784.45,1784.45,1112.12,672.33,0,0,0,Nov-14,290,Dec-14,Nov-14,0,16,1
141639,11645253,13617400,8000,8000,8000, 36 months,13.53 ,271.6,B,B5,supervisor,4 years,1,37000,Not Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11645253,  Borrower added on 02/06/14 > Debt consolidation<br>,debt_consolidation,Debt consolidation,980xx,WA,11.77,0,Jul-99,1,71,102,5,1,2502,29.10%,10,f,6291.8,6291.8,2444.4,2444.4,1708.2,736.2,0,0,0,Nov-14,271.6,Dec-14,Nov-14,0,71,1
141695,11695140,13667293,4500,4500,4500, 36 months,11.99 ,149.45,B,B3,caregiver,10+ years,1,31700,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11695140,"  Borrower added on 02/06/14 > Want to pay off all my credit cards, instead of making month payments &amp; paying all the intersest on each card.<br>",debt_consolidation,Debt consolidation,159xx,PA,25.71,0,Jun-78,1,48,108,13,1,4133,23.50%,27,f,3521.14,3521.14,1345.05,1345.05,978.86,366.19,0,0,0,Nov-14,149.45,Dec-14,Nov-14,0,48,1
141754,11714854,13687008,8000,8000,7900, 36 months,10.99 ,261.88,B,B2,IT Procurement & Asset Management,4 years,0,50000,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11714854,  Borrower added on 02/06/14 > I want to pay off high intrest credit cards this way i will save money and give my son a nice birthday present and save some money to fix my car....<br>,debt_consolidation,Debt consolidation,331xx,FL,14.76,0,Oct-95,1,40,28,11,1,5517,35.80%,41,f,6441.83,6361.31,2095.04,2068.85,1558.17,536.87,0,0,0,Oct-14,261.88,Dec-14,Nov-14,0,40,1
141991,11428672,13360813,8550,8550,8550, 36 months,16.24 ,301.61,C,C5,maintence,3 years,0,47500,Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11428672,  Borrower added on 02/06/14 > To pay off another loan and some smaller bills that I have<br>,debt_consolidation,Debt consolidation,272xx,NC,25.19,3,Aug-99,0,13,52,8,1,2200,37.90%,14,f,6783.41,6783.41,2714.49,2714.49,1766.59,947.9,0,0,0,Nov-14,301.61,Dec-14,Nov-14,0,19,1
142007,11624846,13596997,6225,6225,6225, 36 months,24.08 ,244.49,F,F2,patient care technician,10+ years,1,56000,Verified,Mar-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11624846,  Borrower added on 02/06/14 > Loan is for household furniture<br>,other,Other,112xx,NY,2.14,2,Sep-04,1,7,60,8,1,2014,59.20%,23,f,5198.45,5198.45,1955.92,1955.92,1026.55,929.37,0,0,0,Nov-14,244.49,Dec-14,Nov-14,0,7,1
142062,11714771,13686924,35000,35000,35000, 36 months,17.57 ,1257.8,D,D2,SYSTEM ANYLST,10+ years,0,92000,Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11714771,  Borrower added on 02/06/14 > I was looking for the bank to help me consolidate my debt. I have credit cards debt with high interest rate and I have some other secured loan that I will need to pay down and other to pay off. I was happy to receive this offer from Lending Club. I know I can save some money from doing this<br>,debt_consolidation,Debt consolidation,967xx,HI,15.18,2,Jun-95,0,14,102,9,1,18735,82.50%,28,f,27885.33,27885.33,11320.2,11320.2,7114.67,4205.53,0,0,0,Nov-14,1257.8,Dec-14,Nov-14,0,21,1
142113,11624783,13596934,20000,20000,20000, 36 months,13.98 ,683.36,C,C1,Agency Coordinator,10+ years,0,52000,Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11624783,  Borrower added on 02/06/14 > Debt consolidation and upkeep of my home.<br>,debt_consolidation,Debt consolidation,065xx,CT,19.96,1,Jun-96,1,20,113,12,1,23876,80.10%,27,f,15644.21,15644.21,6250.24,6250.24,4355.79,1894.45,0,0,0,Nov-14,683.36,Dec-14,Nov-14,0,20,1
142162,11624567,13596718,3150,3150,3150, 36 months,13.53 ,106.95,B,B5,Content Writer,1 year,1,27040,Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11624567,"  Borrower added on 02/05/14 > I would like consolidate my credit cards. I realize that I am getting a point where I am living beyond my means. Therefore, I would like to get a better control of my spending and credit.<br>",debt_consolidation,Debt consolidation,327xx,FL,15.27,0,Sep-03,0,60,56,15,1,3320,21.80%,36,w,2477.33,2477.33,962.55,962.55,672.67,289.88,0,0,0,Nov-14,106.95,Dec-14,Nov-14,0,60,1
142189,11714614,13686765,21000,21000,20950, 60 months,18.25 ,536.13,D,D3,Admissions Representative,8 years,0,53000,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11714614,  Borrower added on 02/05/14 > Debt consolidation<br>,debt_consolidation,Debt consolidation,327xx,FL,17.66,1,Sep-06,0,4,109,16,1,9762,25.20%,27,f,18926.22,18881.16,4825.17,4813.68,2073.78,2751.39,0,0,0,Nov-14,536.13,Dec-14,Nov-14,0,4,1
142213,11376339,13308492,10000,10000,10000, 36 months,10.99 ,327.34,B,B2,MACHINE OPERATOR,10+ years,1,46000,Not Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11376339,  Borrower added on 02/05/14 > DEBT CONSOLIDATION<br><br> Borrower added on 02/05/14 > THIS LOAN IS FOR PAGE  CREDIT CARD<br><br> Borrower added on 02/05/14 > I WANT THIS MONEY TO PAY OLL MI CREDIT CARD<br><br>  Borrower added on 02/05/14 > THIS MONEY IS FOR PAY IN FULL MY CREDIT CARD<br>,debt_consolidation,Debt consolidation,076xx,NJ,11.09,4,Dec-96,0,6,117,12,1,5680,43.40%,30,f,7798.78,7798.78,2946.06,2946.06,2201.22,744.84,0,0,0,Nov-14,327.34,Dec-14,Nov-14,0,12,1
142256,11534611,13506763,14525,14525,14525, 36 months,9.67 ,466.44,B,B1,Air Traffic Controller,10+ years,1,122000,Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11534611,  Borrower added on 02/05/14 > To consolidate higher-rate loans into one lower rate payment<br>,debt_consolidation,Debt consolidation,540xx,WI,4.68,0,Sep-85,0,27,65,10,1,8175,48.40%,23,f,11277.18,11277.18,4197.96,4197.96,3247.82,950.14,0,0,0,Nov-14,466.44,Dec-14,Nov-14,0,27,1
142277,11574616,13546767,6400,6400,6400, 36 months,19.22 ,235.32,D,D4,Social skills teacher,3 years,0,50000,Source Verified,Feb-14,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11574616,  Borrower added on 02/05/14 > Get loan for homr<br><br> Borrower added on 02/05/14 > Get loan for home<br>,house,Home buying,174xx,PA,24.69,0,Dec-99,0,49,39,10,1,3780,59.10%,24,w,5714.32,5714.32,1176.6,1176.6,685.68,490.92,0,0,0,Jul-14,235.32,Dec-14,Nov-14,0,55,1
142284,11584685,13556835,10000,10000,10000, 36 months,13.98 ,341.68,C,C1,Social Worker,10+ years,0,73000,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11584685,  Borrower added on 02/05/14 > Will be using the money to some credit card debt but the money will primarily be used for home renovation.<br>,debt_consolidation,Debt consolidation,089xx,NJ,15.45,6,Jul-97,0,6,119,7,1,3172,88.10%,23,f,7876.33,7876.33,3075.12,3075.12,2123.67,951.45,0,0,0,Nov-14,341.68,Dec-14,Nov-14,0,7,1
142356,11358698,13290843,14900,14900,14900, 60 months,19.22 ,388.33,D,D4,Service consultant,2 years,0,54000,Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11358698,"  Borrower added on 02/05/14 > Bought a house a year ago. Almost finished with remodeling kitchen, bathrooms, and updating plumbing system. I know I will be short funds to finish the job but do not want to sit in a half finished house for another year. I am highly qualified at my job with a high probability of cont employment<br>",home_improvement,Home improvement,601xx,IL,3.34,0,Sep-95,0,56,34,15,3,3923,58.60%,41,f,13463.25,13463.25,3494.97,3494.97,1436.75,2058.22,0,0,0,Nov-14,388.33,Dec-14,Nov-14,0,56,1
142523,11438450,13370625,20000,20000,20000, 60 months,24.50 ,581.18,F,F3,Registered nurse,10+ years,0,65000,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11438450,  Borrower added on 02/05/14 > I will be consolidating all credit card accounts and medical expenses. My current payments are much higher than they would be with your loan.<br>,debt_consolidation,Debt consolidation,672xx,KS,26.2,1,Aug-97,3,6,117,12,1,15884,80.60%,22,w,18311.1,18311.1,5230.62,5230.62,1688.9,3541.72,0,0,0,Nov-14,581.18,Dec-14,Nov-14,0,6,1
142534,11438563,13370733,6000,6000,6000, 36 months,10.99 ,196.41,B,B2,Furniture Consultant,1 year,0,30000,Not Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11438563,"  Borrower added on 02/05/14 > Pay off Barclay Card $2700, Pay off Capital One Card $1000, Pay off IRS $1700 all at high interest rates, Repairs to residence and debt free car $600<br>",credit_card,Credit card refinancing,574xx,SD,4.72,0,Jan-86,0,79,45,4,1,3306,44%,12,f,4679.21,4679.21,1767.69,1767.69,1320.79,446.9,0,0,0,Nov-14,196.41,Dec-14,Nov-14,0,42,1
142588,11368361,13300536,15000,15000,14900, 36 months,9.67 ,481.69,B,B1,Nurse Manager,10+ years,0,75000,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11368361,  Borrower added on 02/05/14 > My loan is for paying my credit card debts. I want to reduce my monthly payments with high interest. hopefully my loan application will be approved so that I can save some money every month for home improvements.<br>,debt_consolidation,Debt consolidation,319xx,GA,13.94,0,Apr-93,0,48,43,11,1,14925,50.40%,33,f,11646,11568.36,4335.21,4306.31,3354,981.21,0,0,0,Nov-14,481.69,Dec-14,Nov-14,0,48,1
142607,11378460,13310614,6000,6000,6000, 36 months,12.85 ,201.74,B,B4,1st Sgt. ,5 years,0,38000,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11378460,  Borrower added on 02/05/14 > Requesting the loan for a debit consolidation<br><br> Borrower added on 02/05/14 > the loan will be used to combine credit cards.<br>,debt_consolidation,Debt consolidation,378xx,TN,6,0,May-96,1,60,71,11,1,6408,72.80%,38,f,4708.24,4708.24,1815.66,1815.66,1291.76,523.9,0,0,0,Nov-14,201.74,Dec-14,Nov-14,0,60,1
142608,11378480,13310633,18000,18000,18000, 36 months,16.24 ,634.97,C,C5,Computer Operations Manager,10+ years,0,82000,Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11378480,  Borrower added on 02/05/14 > Debt consolidation and plan to add a half bath FINALLY after 10 years of sharing just one bathroom!<br>,debt_consolidation,Debt consolidation,076xx,NJ,7.71,0,Oct-85,1,131,72,15,1,10870,53.30%,38,f,14280.85,14280.85,5714.73,5714.73,3719.15,1995.58,0,0,0,Nov-14,634.97,Dec-14,Nov-14,0,131,1
142670,11438233,13370409,11200,11200,11200, 36 months,11.99 ,371.95,B,B3,maintenance mechanic,3 years,1,56000,Not Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11438233,  Borrower added on 02/04/14 > Loan is for debt consolidation of high interest credit cards.<br>,debt_consolidation,Debt consolidation,060xx,CT,10.89,0,Mar-01,0,43,100,20,1,13832,30.70%,24,w,8763.86,8763.86,3347.55,3347.55,2436.14,911.41,0,0,0,Nov-14,371.95,Dec-14,Nov-14,0,43,1
142673,11438251,13370428,15000,15000,15000, 60 months,16.99 ,372.71,D,D1,production team member,9 years,0,75000,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11438251,  Borrower added on 02/04/14 > I have several loans and credit cards I'd like to consolidate<br>,debt_consolidation,Debt consolidation,354xx,AL,21.39,3,Sep-94,0,12,89,19,1,14417,69.60%,47,f,13472.5,13472.5,3354.39,3354.39,1527.5,1826.89,0,0,0,Nov-14,372.71,Dec-14,Nov-14,0,24,1
142675,11438267,13370445,20000,20000,20000, 36 months,13.98 ,683.36,C,C1,Math Teacher,10+ years,1,50000,Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11438267,  Borrower added on 02/04/14 > I want to consolidate all my credit card plus my car loan. It will be easier for me to pay all my credit as one. Also thier interest rate is too high.<br>,debt_consolidation,Debt consolidation,070xx,NJ,19.26,0,Dec-88,0,35,50,13,2,8435,59%,20,f,15758.34,15758.34,6150.24,6150.24,4241.66,1908.58,0,0,0,Nov-14,683.36,Dec-14,Nov-14,0,35,1
142687,11458237,13390393,9000,9000,9000, 36 months,14.47 ,309.66,C,C2,administrative assistant,< 1 year,1,30031,Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11458237,  Borrower added on 02/04/14 > Debt consolidation!  To qualify for a loan to combine all my monthly bills into one monthly payment.<br>,debt_consolidation,Debt consolidation,996xx,AK,29.74,0,Apr-99,0,59,47,5,1,5290,64.50%,31,f,6225.97,6225.97,3586.94,3586.94,2774.03,812.91,0,0,0,Nov-14,309.66,Dec-14,Nov-14,0,59,1
